Molecule Name,Total Molweight,Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Rotatable Bonds,Ligand,Binding Affinity,Extracted_ZINC,Is_Correct_Alignment
ZINC77262867,373.495,373.495,0.1311,-3.686,6,3,286.38,0.22229,88.71,1.2811,none,none,none,none,6,hur_model_ZINC77262867_uff_E=488.09,-7.6,ZINC77262867,True
ZINC67890379,526.606,526.606,0.1296,-3.15,8,3,403.72,0.20517,86.39,2.5628,none,none,none,none,9,hur_model_ZINC67890379_uff_E=630.86,-7.6,ZINC67890379,True
ZINC67890382,592.627,592.627,2.1716,-4.661,6,3,435.66,0.13976,60.61,-3.2872,none,none,none,none,10,hur_model_ZINC67890382_uff_E=721.29,-8.3,ZINC67890382,True
ZINC03622302,252.357,252.357,2.932,-3.55,3,2,178.27,0.22769,68.73,-1.203,none,none,none,none,2,hur_model_ZINC03622302_uff_E=254.71,-5.5,ZINC03622302,True
ZINC20464698,495.588,495.588,0.5202,-4.141,5,3,382.14,0.15005,57.37,0.61133,none,none,none,none,8,hur_model_ZINC20464698_uff_E=744.49,-7.8,ZINC20464698,True
ZINC77262884,386.514,386.514,0.6451,-3.324,6,2,301.2,0.19744,75.34,6.1182,none,none,none,none,6,hur_model_ZINC77262884_uff_E=508.73,-7.3,ZINC77262884,True
ZINC67890384,542.62,542.62,1.4241,-4.197,6,3,412.55,0.14759,60.61,2.5628,none,none,none,none,9,hur_model_ZINC67890384_uff_E=636.86,-8.1,ZINC67890384,True
ZINC67890385,575.53,575.53,2.4345,-5.041,6,3,430.69,0.14138,60.61,2.6302,none,none,none,none,9,hur_model_ZINC67890385_uff_E=622.98,-8.1,ZINC67890385,True
ZINC77262895,379.459,379.459,1.7859,-3.665,6,2,300.6,0.2349,80.41,2.6076,none,none,none,none,7,hur_model_ZINC77262895_uff_E=505.45,-7.1,ZINC77262895,True
ZINC20464707,461.584,461.584,-1.5752,-1.971,7,3,366.96,0.21605,83.15,1.9513,none,none,none,none,8,hur_model_ZINC20464707_uff_E=691.21,-8.3,ZINC20464707,True
ZINC77262995,403.521,403.521,-0.217,-3.273,7,3,310.14,0.23751,97.94,1.1773,none,none,none,none,8,hur_model_ZINC77262995_uff_E=506.52,-6.5,ZINC77262995,True
ZINC67890387,508.616,508.616,-1.2828,-2.027,8,3,372.36,0.15528,86.44,3.0376,none,none,none,none,9,hur_model_ZINC67890387_uff_E=657.42,-7.8,ZINC67890387,True
ZINC77263005,416.54,416.54,0.297,-2.911,7,2,324.96,0.21378,84.57,5.989,none,none,none,none,8,hur_model_ZINC77263005_uff_E=526.33,-6.8,ZINC77263005,True
ZINC20464716,464.608,464.608,-2.4753,-1.734,7,4,367.99,0.18563,84.4,1.9758,none,none,none,none,11,hur_model_ZINC20464716_uff_E=674.45,-7.5,ZINC20464716,True
ZINC67890389,554.656,554.656,1.2533,-3.901,7,3,428.46,0.16545,69.84,2.6493,none,none,none,none,10,hur_model_ZINC67890389_uff_E=785.82,-7.4,ZINC67890389,True
ZINC67890391,587.566,587.566,2.2637,-4.745,7,3,446.6,0.15873,69.84,4.0581,none,none,none,none,10,hur_model_ZINC67890391_uff_E=801.65,-7.8,ZINC67890391,True
ZINC67890393,526.626,526.626,-1.304,-3.613,7,4,393.99,0.15455,74.75,2.5628,none,none,none,none,9,hur_model_ZINC67890393_uff_E=669.12,-8.1,ZINC67890393,True
ZINC77263113,374.483,374.483,-0.7788,-2.583,7,3,285.14,0.26173,101.6,1.2811,none,none,none,none,6,hur_model_ZINC77263113_uff_E=481.85,-7.1,ZINC77263113,True
ZINC67890394,559.536,559.536,-0.2936,-4.457,7,4,412.13,0.14774,74.75,3.9702,none,none,none,none,9,hur_model_ZINC67890394_uff_E=666.00,-7.9,ZINC67890394,True
ZINC77263316,442.941,442.941,3.3228,-5.214,6,2,339.52,0.20511,76.75,2.7714,none,none,none,none,8,hur_model_ZINC77263316_uff_E=523.57,-7.9,ZINC77263316,True
ZINC67890396,559.516,559.516,1.14,-3.994,8,3,421.86,0.19634,86.39,3.9702,none,none,none,none,9,hur_model_ZINC67890396_uff_E=564.77,-8.2,ZINC67890396,True
ZINC67890398,520.652,520.652,-1.4536,-1.731,9,3,388.27,0.17467,95.67,4.4529,none,none,none,none,10,hur_model_ZINC67890398_uff_E=828.89,-7.5,ZINC67890398,True
ZINC67890400,492.622,492.622,-4.0109,-1.443,9,4,353.8,0.16343,100.58,4.3776,none,none,none,none,9,hur_model_ZINC67890400_uff_E=622.55,-7.0,ZINC67890400,True
ZINC22922266,444.505,444.505,-4.031,-3.076,8,4,351.5,0.30313,114.36,1.4396,none,none,none,none,9,hur_model_ZINC22922266_uff_E=709.66,-7.1,ZINC22922266,True
ZINC77263339,416.54,416.54,0.5751,-3.342,7,2,323.46,0.21477,84.57,6.1724,none,none,none,none,7,hur_model_ZINC77263339_uff_E=527.76,-7.7,ZINC77263339,True
ZINC22922275,456.541,456.541,-4.2018,-2.78,9,4,367.41,0.31722,123.59,2.8809,none,none,none,none,10,hur_model_ZINC22922275_uff_E=726.20,-7.8,ZINC22922275,True
ZINC20465048,301.405,301.405,-2.2303,-0.928,6,3,223.84,0.25684,78.77,-0.48464,none,none,none,none,5,hur_model_ZINC20465048_uff_E=533.39,-5.9,ZINC20465048,True
ZINC20465087,407.537,407.537,-2.532,-0.425,9,3,303.98,0.25176,101.8,7.4301,none,none,none,none,6,hur_model_ZINC20465087_uff_E=626.89,-6.6,ZINC20465087,True
ZINC22922283,412.488,412.488,-3.8412,-2.946,8,4,331.39,0.32152,114.36,2.721,none,none,none,none,8,hur_model_ZINC22922283_uff_E=741.23,-7.4,ZINC22922283,True
ZINC77263353,409.484,409.484,1.7699,-3.707,7,2,322.86,0.24967,89.64,2.6999,none,none,none,none,8,hur_model_ZINC77263353_uff_E=500.31,-7.9,ZINC77263353,True
ZINC22922288,392.501,392.501,-2.4866,-3.356,6,3,321.59,0.24671,80.99,1.501,none,none,none,none,7,hur_model_ZINC22922288_uff_E=542.57,-7.7,ZINC22922288,True
ZINC20465253,403.928,403.928,-0.76,-3.288,5,4,312.5,0.2088,66.16,0.65,none,none,none,none,6,hur_model_ZINC20465253_uff_E=598.34,-7.1,ZINC20465253,True
ZINC20465406,423.551,423.551,-1.2375,-1.472,7,3,312.81,0.17451,76.02,6.0901,none,none,none,none,6,hur_model_ZINC20465406_uff_E=587.63,-6.6,ZINC20465406,True
ZINC22922313,414.548,414.548,-2.8658,-2.461,7,2,338.23,0.24075,81.43,2.6907,none,none,none,none,7,hur_model_ZINC22922313_uff_E=517.56,-7.7,ZINC22922313,True
ZINC20465471,473.558,473.558,-0.49,-1.936,7,3,335.92,0.16251,76.02,0.24011,none,none,none,none,7,hur_model_ZINC20465471_uff_E=562.73,-8.1,ZINC20465471,True
ZINC22922315,419.524,419.524,-5.205,-0.646,9,3,334.57,0.30544,108.81,8.4696,none,none,none,high,7,hur_model_ZINC22922315_uff_E=727.21,-7.2,ZINC22922315,True
ZINC20465572,435.587,435.587,-1.4083,-1.176,8,3,328.72,0.19649,85.25,7.4824,none,none,none,none,7,hur_model_ZINC20465572_uff_E=632.68,-6.3,ZINC20465572,True
ZINC20465651,407.557,407.557,-3.9656,-0.888,8,4,294.25,0.18552,90.16,7.4301,none,none,none,none,6,hur_model_ZINC20465651_uff_E=555.20,-6.5,ZINC20465651,True
ZINC77263369,313.396,313.396,-6.3676,-1.048,7,3,254.47,0.35466,96.8,-1.7327,none,none,none,none,5,hur_model_ZINC77263369_uff_E=498.26,-6.5,ZINC77263369,True
ZINC22922327,429.563,429.563,-3.9204,-1.074,8,2,347.03,0.24488,84.67,7.8679,none,none,none,high,7,hur_model_ZINC22922327_uff_E=551.06,-7.5,ZINC22922327,True
ZINC22922332,483.533,483.533,-2.7514,-2.079,8,2,364.23,0.23331,84.67,-0.16179,none,none,none,high,8,hur_model_ZINC22922332_uff_E=549.99,-7.4,ZINC22922332,True
ZINC20465727,315.432,315.432,-1.8883,-1.198,6,3,237.6,0.24196,78.77,-2.95,none,none,none,none,5,hur_model_ZINC20465727_uff_E=524.27,-6.2,ZINC20465727,True
ZINC20465975,245.342,245.342,-4.3083,-0.757,5,3,184.55,0.29385,80.57,2.3025,none,none,none,none,3,hur_model_ZINC20465975_uff_E=435.77,-5.9,ZINC20465975,True
ZINC22922353,434.535,434.535,-4.6665,-1.762,9,3,346.77,0.31329,114.8,5.5231,none,none,none,none,9,hur_model_ZINC22922353_uff_E=839.97,-7.0,ZINC22922353,True
ZINC20466027,329.459,329.459,-1.619,-1.358,6,3,248.6,0.23126,78.77,0.086236,none,none,none,none,5,hur_model_ZINC20466027_uff_E=509.11,-6.4,ZINC20466027,True
ZINC77263370,416.496,416.496,-1.3448,-2.416,8,3,335.71,0.29868,98.26,1.8481,none,none,none,none,7,hur_model_ZINC77263370_uff_E=569.68,-7.6,ZINC77263370,True
ZINC67890454,540.727,540.727,4.1639,-3.978,8,1,413.24,0.19637,100.22,7.8717,none,none,none,none,8,hur_model_ZINC67890454_uff_E=821.56,-7.0,ZINC67890454,True
ZINC67890455,519.688,519.688,4.4712,-4.946,8,2,413.87,0.18622,86.8,5.8663,none,none,none,none,8,hur_model_ZINC67890455_uff_E=500.32,-8.2,ZINC67890455,True
ZINC67890457,523.719,523.719,3.4497,-3.463,8,1,414.74,0.17408,85.85,6.9887,none,none,none,none,7,hur_model_ZINC67890457_uff_E=442.41,-8.7,ZINC67890457,True
ZINC77263374,410.533,410.533,-1.0957,-2.123,8,3,336.9,0.29763,98.26,-0.7425,none,none,none,none,8,hur_model_ZINC77263374_uff_E=548.87,-7.2,ZINC77263374,True
ZINC67890460,525.699,525.699,4.6291,-4.283,8,1,416.85,0.18971,86.97,4.5781,none,none,none,none,8,hur_model_ZINC67890460_uff_E=856.93,-8.0,ZINC67890460,True
ZINC67890463,515.704,515.704,4.4237,-4.944,8,0,413.74,0.1659,74.42,5.1011,none,high,none,none,8,hur_model_ZINC67890463_uff_E=664.47,-7.6,ZINC67890463,True
ZINC77263379,380.463,380.463,-2.4705,-1.762,8,3,302.47,0.3315,98.26,3.1723,none,none,none,none,7,hur_model_ZINC77263379_uff_E=1747.79,-7.1,ZINC77263379,True
ZINC22923168,398.509,398.509,-3.8908,-1.029,8,5,308.76,0.27248,95.81,4.8596,none,none,none,none,6,hur_model_ZINC22923168_uff_E=809.71,-7.0,ZINC22923168,True
ZINC67890467,520.651,520.651,4.2227,-3.702,8,0,409.03,0.18358,80.41,2.9531,none,none,none,none,9,hur_model_ZINC67890467_uff_E=648.78,-7.9,ZINC67890467,True
ZINC35446599,331.34,331.34,3.6094,-3.486,3,1,239.34,0.11912,31.92,2.3204,none,none,none,none,3,hur_model_ZINC35446599_uff_E=584.36,-7.6,ZINC35446599,True
ZINC35446625,379.356,379.356,4.5068,-3.881,4,1,266.1,0.14472,41.15,-4.5273,none,none,none,none,5,hur_model_ZINC35446625_uff_E=610.61,-7.6,ZINC35446625,True
ZINC77263383,382.479,382.479,-2.1159,-1.676,8,3,312.97,0.32038,98.26,2.1618,none,none,none,none,7,hur_model_ZINC77263383_uff_E=521.98,-6.6,ZINC77263383,True
ZINC35446849,320.37,320.37,3.2434,-3.631,4,1,248.35,0.1694,55.71,-1.9596,none,none,none,none,3,hur_model_ZINC35446849_uff_E=648.93,-7.3,ZINC35446849,True
ZINC04343126,471.393,471.393,0.8617,-4.143,11,0,339.84,0.381,154.56,0.3585,none,none,none,none,9,hur_model_ZINC04343126_uff_E=488.58,-8.0,ZINC04343126,True
ZINC77263387,384.451,384.451,-3.2874,-0.867,9,3,311.97,0.35346,107.49,2.0509,none,none,none,none,8,hur_model_ZINC77263387_uff_E=550.91,-6.8,ZINC77263387,True
ZINC22923469,325.455,325.455,-5.1072,0.331,7,4,276.26,0.31756,70.32,5.2194,none,none,none,none,3,hur_model_ZINC22923469_uff_E=528.39,-6.7,ZINC22923469,True
ZINC22923476,409.573,409.573,-4.4626,0.008,8,3,339.14,0.26485,70.76,1.587,none,none,none,none,4,hur_model_ZINC22923476_uff_E=660.86,-7.5,ZINC22923476,True
ZINC22923491,395.59,395.59,-3.2095,-0.214,7,3,336.05,0.23752,61.53,2.2633,none,none,none,none,5,hur_model_ZINC22923491_uff_E=604.23,-6.2,ZINC22923491,True
ZINC04343128,471.393,471.393,0.8617,-4.143,11,0,339.84,0.381,154.56,0.3585,none,none,none,none,9,hur_model_ZINC04343128_uff_E=467.05,-7.8,ZINC04343128,True
ZINC77263392,425.504,425.504,-2.8241,-1.13,10,3,337.79,0.33695,110.73,4.5862,none,none,none,none,6,hur_model_ZINC77263392_uff_E=639.10,-6.6,ZINC77263392,True
ZINC77263395,446.522,446.522,-1.7699,-2.196,9,3,359.47,0.30676,107.49,2.0219,none,none,none,none,9,hur_model_ZINC77263395_uff_E=567.30,-7.4,ZINC77263395,True
ZINC04343130,471.393,471.393,0.8617,-4.143,11,0,339.84,0.381,154.56,0.3585,none,none,none,none,9,hur_model_ZINC04343130_uff_E=465.63,-7.9,ZINC04343130,True
ZINC77263400,430.523,430.523,-1.3467,-2.381,8,3,349.47,0.28692,98.26,2.1204,none,none,none,none,8,hur_model_ZINC77263400_uff_E=567.81,-7.7,ZINC77263400,True
ZINC77263403,396.506,396.506,-1.5501,-1.853,8,3,323.14,0.3103,98.26,-1.8006,none,none,none,none,7,hur_model_ZINC77263403_uff_E=526.17,-7.1,ZINC77263403,True
ZINC77263407,394.49,394.49,-2.1285,-2.032,8,3,316.23,0.31708,98.26,2.9456,none,none,none,none,7,hur_model_ZINC77263407_uff_E=997.53,-6.9,ZINC77263407,True
ZINC22927009,466.599,466.599,0.1567,-3.16,6,3,362.25,0.18195,66.38,-1.2737,none,none,none,high,7,hur_model_ZINC22927009_uff_E=619.21,-7.0,ZINC22927009,True
ZINC77263414,460.505,460.505,-1.2334,-3.127,10,3,355.97,0.33787,116.72,1.8544,none,none,none,none,7,hur_model_ZINC77263414_uff_E=736.90,-7.7,ZINC77263414,True
ZINC22927042,483.054,483.054,0.6619,-3.582,6,3,371.32,0.1775,66.38,0.14917,none,none,none,high,7,hur_model_ZINC22927042_uff_E=613.65,-8.3,ZINC22927042,True
ZINC22927050,466.599,466.599,0.1567,-3.16,6,3,362.25,0.18195,66.38,-1.2737,none,none,none,high,7,hur_model_ZINC22927050_uff_E=616.49,-8.3,ZINC22927050,True
ZINC22927052,466.599,466.599,0.1567,-3.16,6,3,362.25,0.18195,66.38,-1.2737,none,none,none,high,7,hur_model_ZINC22927052_uff_E=630.34,-8.2,ZINC22927052,True
ZINC77263420,383.467,383.467,-2.6533,-1.725,9,4,313.43,0.35648,110.29,2.2383,none,none,none,none,7,hur_model_ZINC77263420_uff_E=522.70,-7.0,ZINC77263420,True
ZINC77263429,445.538,445.538,-1.6415,-2.748,9,4,360.93,0.30956,110.29,1.6813,none,none,none,none,8,hur_model_ZINC77263429_uff_E=590.76,-7.7,ZINC77263429,True
ZINC77263434,397.494,397.494,-2.294,-2.103,9,4,324.43,0.34439,110.29,2.9673,none,none,none,none,7,hur_model_ZINC77263434_uff_E=536.58,-6.6,ZINC77263434,True
ZINC77263439,461.537,461.537,-1.4209,-2.95,10,4,369.43,0.32951,119.52,1.7874,none,none,none,none,8,hur_model_ZINC77263439_uff_E=659.66,-6.9,ZINC77263439,True
ZINC77263444,461.537,461.537,-1.4209,-2.95,10,4,369.43,0.32951,119.52,1.7874,none,none,none,none,8,hur_model_ZINC77263444_uff_E=940.93,-8.0,ZINC77263444,True
ZINC77263448,431.511,431.511,-1.3509,-2.932,9,4,347.17,0.32183,110.29,1.6813,none,none,none,none,7,hur_model_ZINC77263448_uff_E=635.01,-8.1,ZINC77263448,True
ZINC77263456,461.537,461.537,-1.4209,-2.95,10,4,369.43,0.32951,119.52,1.7874,none,none,none,none,8,hur_model_ZINC77263456_uff_E=655.01,-7.9,ZINC77263456,True
ZINC77263461,452.55,452.55,-1.6582,-1.964,9,3,346.54,0.33419,123.71,-5.3996,none,none,none,none,7,hur_model_ZINC77263461_uff_E=942.08,-7.1,ZINC77263461,True
ZINC77263465,418.533,418.533,-2.0052,-2.146,9,3,323.8,0.35766,123.71,1.7051,none,none,none,none,7,hur_model_ZINC77263465_uff_E=958.94,-6.8,ZINC77263465,True
ZINC77263470,466.577,466.577,-1.3143,-2.308,9,3,358.8,0.32277,123.71,-4.3361,none,none,none,none,7,hur_model_ZINC77263470_uff_E=939.01,-7.3,ZINC77263470,True
ZINC02255590,294.378,294.378,0.3542,-3.83,7,3,224.02,0.26172,82.58,2.3353,none,none,none,none,7,hur_model_ZINC02255590_uff_E=421.48,-6.5,ZINC02255590,True
ZINC77263476,438.567,438.567,-3.5122,-1.433,9,3,348.83,0.28696,106.08,2.7814,none,none,none,none,7,hur_model_ZINC77263476_uff_E=595.17,-7.4,ZINC77263476,True
ZINC77263490,403.521,403.521,-2.6519,-2.287,7,3,328.0,0.2546,85.77,-0.43267,none,none,none,none,8,hur_model_ZINC77263490_uff_E=575.59,-6.9,ZINC77263490,True
ZINC77263493,367.488,367.488,-3.1983,-1.998,7,3,294.76,0.28332,85.77,-0.43267,none,none,none,none,7,hur_model_ZINC77263493_uff_E=1007.32,-6.4,ZINC77263493,True
ZINC77263498,341.45,341.45,-3.9451,-0.602,7,3,295.6,0.31583,73.6,-0.44074,none,none,none,none,6,hur_model_ZINC77263498_uff_E=548.27,-6.6,ZINC77263498,True
ZINC77263503,433.547,433.547,-2.7219,-2.305,8,3,350.26,0.26697,95.0,-0.31112,none,none,none,none,9,hur_model_ZINC77263503_uff_E=594.24,-7.6,ZINC77263503,True
ZINC77263510,355.477,355.477,-3.3044,-1.642,7,3,291.5,0.28648,85.77,-0.33772,none,none,none,none,7,hur_model_ZINC77263510_uff_E=526.34,-6.0,ZINC77263510,True
ZINC32200363,283.266,283.266,-1.9717,-3.299,7,2,224.65,0.38415,105.98,6.195,none,none,none,none,4,hur_model_ZINC32200363_uff_E=182.58,-7.2,ZINC32200363,True
ZINC77263514,367.488,367.488,-3.3456,-1.78,7,3,294.76,0.28332,85.77,0.060577,none,none,none,none,8,hur_model_ZINC77263514_uff_E=1775.15,-6.7,ZINC77263514,True
ZINC77263601,476.505,476.505,-3.9952,-3.112,10,2,341.57,0.35521,167.51,3.977,none,none,none,none,9,hur_model_ZINC77263601_uff_E=873.10,-7.9,ZINC77263601,True
ZINC12529647,350.413,350.413,-2.8145,-2.572,7,3,256.51,0.30576,78.2,-1.1908,none,none,none,none,4,hur_model_ZINC12529647_uff_E=737.31,-7.2,ZINC12529647,True
ZINC77263606,492.547,492.547,-2.8576,-3.24,10,3,370.34,0.35397,154.88,-2.5575,none,none,none,none,10,hur_model_ZINC77263606_uff_E=872.61,-7.6,ZINC77263606,True
ZINC04353077,151.109,151.109,-2.712,-3.067,7,2,105.89,0.82208,110.55,-2.8067,none,none,none,none,0,hur_model_ZINC04353077_uff_E=333.34,-5.4,ZINC04353077,True
ZINC77263608,517.536,517.536,-2.4375,-4.326,10,3,389.7,0.30087,154.09,4.3821,none,none,none,none,10,hur_model_ZINC77263608_uff_E=582.09,-8.0,ZINC77263608,True
ZINC12462595,430.473,430.473,2.6886,-4.624,4,2,284.52,0.17173,73.47,-5.9933,none,none,none,none,5,hur_model_ZINC12462595_uff_E=1778.18,-8.9,ZINC12462595,True
ZINC77263611,411.524,411.524,-0.9514,-2.128,7,3,333.52,0.26124,88.78,0.96932,none,none,none,none,8,hur_model_ZINC77263611_uff_E=664.82,-7.2,ZINC77263611,True
ZINC12462596,362.476,362.476,1.3333,-4.222,4,2,265.96,0.18371,73.47,1.9031,none,none,none,none,4,hur_model_ZINC12462596_uff_E=541.98,-7.5,ZINC12462596,True
ZINC77263617,383.47,383.47,-1.6354,-1.588,7,3,306.0,0.28474,88.78,4.0228,none,none,none,none,8,hur_model_ZINC77263617_uff_E=1696.60,-6.6,ZINC77263617,True
ZINC12529669,407.465,407.465,-3.8773,-2.553,9,4,295.28,0.36149,121.29,2.3474,none,none,none,none,5,hur_model_ZINC12529669_uff_E=608.26,-8.0,ZINC12529669,True
ZINC77263625,390.502,390.502,1.1866,-3.086,6,2,291.01,0.22917,87.25,0.27124,none,none,none,none,7,hur_model_ZINC77263625_uff_E=843.45,-7.3,ZINC77263625,True
ZINC77263632,431.534,431.534,2.7443,-4.3,6,3,339.14,0.18461,73.83,4.1605,none,none,none,none,8,hur_model_ZINC77263632_uff_E=526.00,-8.1,ZINC77263632,True
ZINC77263637,463.532,463.532,2.0529,-3.708,8,5,351.84,0.25242,114.29,4.1605,none,none,none,none,8,hur_model_ZINC77263637_uff_E=562.30,-7.0,ZINC77263637,True
ZINC12530134,462.532,462.532,2.5076,-6.221,7,2,343.7,0.19386,89.16,4.7045,none,none,none,none,4,hur_model_ZINC12530134_uff_E=899.01,-9.0,ZINC12530134,True
ZINC77263645,537.676,537.676,-1.7376,-3.964,9,3,390.16,0.31359,148.04,5.1421,none,none,none,none,10,hur_model_ZINC77263645_uff_E=2406.64,-8.5,ZINC77263645,True
ZINC12530136,411.444,411.444,0.684,-4.908,8,2,305.65,0.26236,112.95,0.42452,none,none,none,none,3,hur_model_ZINC12530136_uff_E=871.09,-7.9,ZINC12530136,True
ZINC77263649,431.514,431.514,-0.0704,-4.676,7,3,351.9,0.26232,110.58,-0.25716,none,none,none,none,8,hur_model_ZINC77263649_uff_E=1936.29,-8.0,ZINC77263649,True
ZINC77263656,408.54,408.54,2.3087,-3.67,5,2,321.96,0.15887,61.8,2.6361,none,none,none,none,8,hur_model_ZINC77263656_uff_E=593.14,-7.9,ZINC77263656,True
ZINC35442852,312.435,312.435,1.6558,-3.173,4,2,233.61,0.1309,50.24,-0.42295,none,none,none,high,2,hur_model_ZINC35442852_uff_E=519.34,-7.6,ZINC35442852,True
ZINC35442853,270.355,270.355,0.6298,-2.363,4,2,192.33,0.159,50.24,5.1104,none,none,none,none,2,hur_model_ZINC35442853_uff_E=1716.33,-6.1,ZINC35442853,True
ZINC35442881,314.408,314.408,0.8999,-2.577,5,2,229.85,0.17655,59.47,2.0837,none,none,none,none,3,hur_model_ZINC35442881_uff_E=716.63,-6.1,ZINC35442881,True
ZINC77263661,360.417,360.417,-5.7182,0.672,9,4,286.32,0.40615,123.19,4.0721,none,none,none,none,8,hur_model_ZINC77263661_uff_E=1947.31,-6.0,ZINC77263661,True
ZINC77263667,419.503,419.503,-0.5097,-2.242,7,3,339.24,0.25684,88.78,2.3227,none,none,none,none,8,hur_model_ZINC77263667_uff_E=483.76,-7.9,ZINC77263667,True
ZINC77263670,452.499,452.499,2.952,-4.412,5,2,340.38,0.15027,61.8,2.8265,none,none,none,none,8,hur_model_ZINC77263670_uff_E=493.81,-6.8,ZINC77263670,True
ZINC77263674,397.458,397.458,-2.1875,-1.462,9,5,318.38,0.36155,120.36,3.216,none,none,none,none,8,hur_model_ZINC77263674_uff_E=795.61,-7.3,ZINC77263674,True
ZINC77263678,396.45,396.45,-4.5925,0.018001,9,4,319.56,0.36391,123.19,2.3724,none,none,none,none,8,hur_model_ZINC77263678_uff_E=770.07,-7.2,ZINC77263678,True
ZINC12530367,311.32,311.32,-1.5189,-2.548,7,2,226.67,0.29638,100.33,-2.3043,none,none,none,none,3,hur_model_ZINC12530367_uff_E=618.43,-7.2,ZINC12530367,True
ZINC77263684,511.638,511.638,-2.0557,-3.448,9,3,375.9,0.32549,148.04,4.0186,none,none,none,none,9,hur_model_ZINC77263684_uff_E=1161.10,-8.3,ZINC77263684,True
ZINC77263687,405.477,405.477,-0.3885,-4.16,7,3,337.64,0.2734,110.58,-1.498,none,none,none,none,7,hur_model_ZINC77263687_uff_E=649.72,-7.4,ZINC77263687,True
ZINC77263697,413.54,413.54,-0.2606,-1.949,7,3,340.43,0.25594,88.78,-0.28711,none,none,none,none,9,hur_model_ZINC77263697_uff_E=491.90,-7.0,ZINC77263697,True
ZINC22936678,378.471,378.471,-4.7843,-2.117,8,4,308.65,0.34521,114.36,3.9407,none,none,none,none,8,hur_model_ZINC22936678_uff_E=619.59,-6.7,ZINC22936678,True
ZINC22936690,388.51,388.51,-3.4997,-2.545,7,3,321.11,0.27822,90.22,2.9019,none,none,none,none,8,hur_model_ZINC22936690_uff_E=475.67,-7.1,ZINC22936690,True
ZINC35424182,485.63,485.63,-0.1633,-3.108,7,3,357.55,0.15436,81.01,1.316,none,none,none,high,8,hur_model_ZINC35424182_uff_E=825.32,-8.6,ZINC35424182,True
ZINC22936700,390.482,390.482,-4.4924,-1.763,8,3,312.01,0.31614,105.57,5.5413,none,none,none,none,7,hur_model_ZINC22936700_uff_E=807.94,-6.4,ZINC22936700,True
ZINC22936720,423.559,423.559,-2.9656,-2.361,7,2,338.27,0.23147,77.13,5.4533,none,none,none,none,6,hur_model_ZINC22936720_uff_E=831.88,-8.4,ZINC22936720,True
ZINC22936729,438.526,438.526,-3.4544,-3.271,8,3,344.25,0.28654,105.57,4.2065,none,none,none,none,7,hur_model_ZINC22936729_uff_E=865.42,-8.0,ZINC22936729,True
ZINC22936740,448.565,448.565,-2.1698,-3.699,7,2,356.71,0.22828,81.43,3.2407,none,none,none,none,7,hur_model_ZINC22936740_uff_E=728.23,-9.0,ZINC22936740,True
ZINC77263702,410.556,410.556,2.9995,-3.491,5,2,328.87,0.15553,61.8,1.3813,none,none,none,none,9,hur_model_ZINC77263702_uff_E=480.58,-7.0,ZINC77263702,True
ZINC22936745,471.603,471.603,-1.9276,-3.869,7,2,370.51,0.21133,77.13,4.0596,none,none,none,none,6,hur_model_ZINC22936745_uff_E=963.83,-9.3,ZINC22936745,True
ZINC22936759,454.544,454.544,-2.7464,-3.504,7,3,363.96,0.24547,90.22,0.29197,none,none,none,none,9,hur_model_ZINC22936759_uff_E=538.30,-7.5,ZINC22936759,True
ZINC22936763,477.582,477.582,-2.5042,-3.674,7,3,377.76,0.22821,85.92,1.4767,none,none,none,none,8,hur_model_ZINC22936763_uff_E=769.18,-8.5,ZINC22936763,True
ZINC22936777,466.58,466.58,-2.9172,-3.208,8,3,379.87,0.26151,99.45,1.632,none,none,none,none,10,hur_model_ZINC22936777_uff_E=547.36,-7.5,ZINC22936777,True
ZINC22936784,489.618,489.618,-2.675,-3.378,8,3,393.67,0.24439,95.15,2.8827,none,none,none,none,9,hur_model_ZINC22936784_uff_E=759.21,-8.5,ZINC22936784,True
ZINC77263710,391.494,391.494,-1.9384,-1.169,9,5,319.57,0.3602,120.36,0.57669,none,none,none,none,9,hur_model_ZINC77263710_uff_E=784.23,-6.5,ZINC77263710,True
ZINC22936792,426.515,426.515,-4.1318,-2.762,8,4,345.15,0.30871,114.36,2.7796,none,none,none,none,9,hur_model_ZINC22936792_uff_E=667.69,-8.0,ZINC22936792,True
ZINC22936803,436.554,436.554,-2.8472,-3.19,7,3,357.61,0.24983,90.22,1.632,none,none,none,none,9,hur_model_ZINC22936803_uff_E=535.73,-7.5,ZINC22936803,True
ZINC22936813,459.592,459.592,-2.605,-3.36,7,3,371.41,0.23212,85.92,2.8167,none,none,none,none,8,hur_model_ZINC22936813_uff_E=742.78,-7.7,ZINC22936813,True
