Molecule Name,Total Molweight,Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Rotatable Bonds,Ligand,Binding Affinity,Extracted_ZINC,Is_Correct_Alignment
ZINC72321005,453.649,453.649,2.8448,-3.399,6,2,359.81,0.16478,74.83,1.7125,none,none,high,none,8,hur_model_ZINC72321005_uff_E=579.69,-7.4,ZINC72321005,True
ZINC72321013,426.535,426.535,1.1986,-3.386,7,2,339.73,0.25544,107.14,0.23271,none,none,none,none,9,hur_model_ZINC72321013_uff_E=547.22,-7.4,ZINC72321013,True
ZINC72321014,442.534,442.534,0.1973,-2.767,8,2,349.73,0.27673,116.37,-0.3075,none,none,none,none,10,hur_model_ZINC72321014_uff_E=581.48,-7.3,ZINC72321014,True
ZINC72321015,440.562,440.562,1.653,-3.656,7,2,353.49,0.24549,107.14,-4.1461,none,none,none,none,10,hur_model_ZINC72321015_uff_E=550.49,-6.9,ZINC72321015,True
ZINC72321016,424.519,424.519,0.9464,-3.158,7,2,338.71,0.25621,107.14,0.049895,none,none,none,none,8,hur_model_ZINC72321016_uff_E=503.12,-7.5,ZINC72321016,True
ZINC77262181,418.603,418.603,3.847,-4.442,4,3,335.33,0.13658,65.52,-1.1837,none,none,none,high,7,hur_model_ZINC77262181_uff_E=591.61,-8.1,ZINC77262181,True
ZINC01231758,291.417,291.417,2.6639,-6.166,2,1,216.48,0.036724,18.55,-4.0975,none,none,none,none,1,hur_model_ZINC01231758_uff_E=489.33,-7.9,ZINC01231758,True
ZINC72321017,494.654,494.654,2.5322,-4.619,7,2,391.68,0.22156,107.14,-1.3632,none,none,none,none,10,hur_model_ZINC72321017_uff_E=801.93,-7.9,ZINC72321017,True
ZINC72321018,468.616,468.616,2.4371,-3.993,7,2,374.66,0.23162,107.14,0.017245,none,none,none,none,10,hur_model_ZINC72321018_uff_E=613.42,-7.0,ZINC72321018,True
ZINC72321019,426.535,426.535,0.6112,-3.093,7,2,339.73,0.25544,107.14,-0.42525,none,none,none,high,9,hur_model_ZINC72321019_uff_E=519.38,-7.7,ZINC72321019,True
ZINC72321020,478.655,478.655,2.9461,-4.945,6,2,381.68,0.20116,97.91,-1.4924,none,none,none,high,9,hur_model_ZINC72321020_uff_E=777.97,-7.8,ZINC72321020,True
ZINC77262185,392.569,392.569,2.2424,-2.837,5,3,317.31,0.18172,73.97,-1.265,none,none,none,high,7,hur_model_ZINC77262185_uff_E=705.54,-7.7,ZINC77262185,True
ZINC72321021,452.617,452.617,2.851,-4.319,6,2,364.66,0.21055,97.91,-0.13036,none,none,none,high,9,hur_model_ZINC72321021_uff_E=595.08,-8.1,ZINC72321021,True
ZINC72321031,430.058,430.058,3.5378,-3.994,4,2,335.22,0.10814,48.53,3.9175,none,none,none,none,6,hur_model_ZINC72321031_uff_E=555.00,-7.7,ZINC72321031,True
ZINC72321037,301.345,301.345,-2.3429,-1.181,6,1,218.24,0.23268,79.51,3.9544,none,none,none,none,4,hur_model_ZINC72321037_uff_E=502.16,-6.3,ZINC72321037,True
ZINC72321038,317.344,317.344,-3.3442,-0.562,7,1,228.24,0.2663,88.74,3.3782,none,none,none,none,5,hur_model_ZINC72321038_uff_E=548.29,-6.7,ZINC72321038,True
ZINC77262188,410.536,410.536,1.6125,-3.712,6,2,329.73,0.23286,97.91,0.090995,none,none,none,high,8,hur_model_ZINC77262188_uff_E=527.71,-7.5,ZINC77262188,True
ZINC04626259,281.31,281.31,3.3815,-3.984,4,2,215.1,0.21929,62.58,-1.6675,none,none,none,none,3,hur_model_ZINC04626259_uff_E=256.05,-6.9,ZINC04626259,True
ZINC22936954,443.614,443.614,-0.8994,-1.028,8,2,340.54,0.17466,75.74,9.422,none,high,none,high,7,hur_model_ZINC22936954_uff_E=579.47,-6.9,ZINC22936954,True
ZINC77262194,424.563,424.563,2.0669,-3.982,6,2,343.49,0.22353,97.91,-4.2821,none,none,none,high,9,hur_model_ZINC77262194_uff_E=530.84,-7.3,ZINC77262194,True
ZINC30879596,435.567,435.567,-4.7908,-0.22,9,4,358.42,0.29862,94.9,6.0599,none,none,none,none,6,hur_model_ZINC30879596_uff_E=798.44,-7.5,ZINC30879596,True
ZINC67889698,392.501,392.501,1.8035,-2.558,6,1,310.63,0.20497,75.28,2.7883,none,none,none,none,8,hur_model_ZINC67889698_uff_E=983.68,-6.5,ZINC67889698,True
ZINC67889701,472.58,472.58,2.382,-3.696,8,1,378.29,0.23778,94.24,2.0339,none,none,none,high,13,hur_model_ZINC67889701_uff_E=1411.25,-6.6,ZINC67889701,True
ZINC67889704,506.597,506.597,3.0415,-4.785,8,2,396.12,0.2349,105.24,3.5386,none,none,none,none,12,hur_model_ZINC67889704_uff_E=1377.07,-8.1,ZINC67889704,True
ZINC77262241,370.447,370.447,2.1827,-3.512,6,1,292.49,0.23915,75.78,2.7044,none,none,none,none,8,hur_model_ZINC77262241_uff_E=1278.44,-6.7,ZINC77262241,True
ZINC67889707,480.651,480.651,-0.3466,-3.949,7,2,392.33,0.19899,72.69,3.0977,none,none,none,none,10,hur_model_ZINC67889707_uff_E=1343.99,-6.7,ZINC67889707,True
ZINC67889713,459.588,459.588,4.0945,-4.987,6,0,368.46,0.16393,58.79,4.178,none,none,none,none,10,hur_model_ZINC67889713_uff_E=1380.25,-6.8,ZINC67889713,True
ZINC67889715,461.608,461.608,2.1007,-2.303,7,0,366.12,0.17513,67.52,2.4,none,none,none,none,9,hur_model_ZINC67889715_uff_E=1103.16,-7.5,ZINC67889715,True
ZINC67889716,441.578,441.578,-3.3821,-0.043,9,4,373.34,0.3219,101.5,-0.95,none,none,none,none,9,hur_model_ZINC67889716_uff_E=1462.76,-6.7,ZINC67889716,True
ZINC77262245,430.499,430.499,1.0961,-3.328,8,3,332.71,0.28899,116.24,3.6569,none,none,none,none,10,hur_model_ZINC77262245_uff_E=1346.34,-6.9,ZINC77262245,True
ZINC67889755,323.479,323.479,-1.7006,-2.163,5,3,267.91,0.23706,67.31,-1.7049,none,none,none,high,6,hur_model_ZINC67889755_uff_E=934.43,-6.1,ZINC67889755,True
ZINC67889795,337.53,337.53,-3.2768,-1.681,5,3,296.66,0.22922,51.52,-0.060815,none,none,none,none,6,hur_model_ZINC67889795_uff_E=958.69,-6.4,ZINC67889795,True
ZINC77262278,330.426,330.426,2.9022,-2.939,5,1,265.87,0.19457,58.73,4.5257,none,none,none,none,8,hur_model_ZINC77262278_uff_E=880.13,-6.5,ZINC77262278,True
ZINC67889818,335.534,335.534,0.0485,-3.327,4,2,281.23,0.17925,47.08,-2.8954,none,none,low,none,5,hur_model_ZINC67889818_uff_E=915.19,-6.3,ZINC67889818,True
ZINC67889830,373.514,373.514,0.2636,-4.235,4,2,300.15,0.16795,47.08,-1.3554,none,none,none,none,5,hur_model_ZINC67889830_uff_E=945.32,-7.5,ZINC67889830,True
ZINC67889878,323.479,323.479,-1.7028,-2.179,5,2,270.06,0.22369,56.31,-0.046343,none,none,none,none,6,hur_model_ZINC67889878_uff_E=962.54,-6.1,ZINC67889878,True
ZINC67889902,355.524,355.524,0.1628,-3.921,4,2,293.8,0.17158,47.08,-0.015357,none,none,none,none,5,hur_model_ZINC67889902_uff_E=945.05,-7.4,ZINC67889902,True
ZINC67889935,309.452,309.452,-2.1307,-2.051,5,3,254.15,0.24989,67.31,-0.1038,none,none,none,none,5,hur_model_ZINC67889935_uff_E=934.76,-5.9,ZINC67889935,True
ZINC77262298,243.309,243.309,1.1495,-0.845,4,1,194.19,0.19831,41.15,3.2659,none,none,none,none,2,hur_model_ZINC77262298_uff_E=426.51,-6.8,ZINC77262298,True
ZINC67889944,355.48,355.48,2.3976,-3.099,5,1,286.97,0.18514,58.37,3.8696,none,none,none,none,7,hur_model_ZINC67889944_uff_E=962.24,-6.5,ZINC67889944,True
ZINC67889945,381.518,381.518,2.7157,-3.615,5,1,301.23,0.17638,58.37,6.6952,none,none,none,none,8,hur_model_ZINC67889945_uff_E=2217.15,-6.6,ZINC67889945,True
ZINC67889947,385.506,385.506,1.8988,-2.72,6,1,310.73,0.20317,67.6,5.5383,none,none,none,none,9,hur_model_ZINC67889947_uff_E=986.90,-6.2,ZINC67889947,True
ZINC67889949,395.545,395.545,3.0577,-3.885,5,1,314.99,0.16867,58.37,5.4371,none,none,none,none,8,hur_model_ZINC67889949_uff_E=1476.81,-6.7,ZINC67889949,True
ZINC67889951,368.543,368.543,1.9879,-3.851,4,1,293.52,0.12391,45.88,2.4008,none,none,none,none,8,hur_model_ZINC67889951_uff_E=1474.30,-6.4,ZINC67889951,True
ZINC77262301,247.272,247.272,0.9974,-1.521,4,2,189.44,0.24504,49.94,-1.3748,none,none,none,none,2,hur_model_ZINC77262301_uff_E=392.14,-6.8,ZINC77262301,True
ZINC67889953,413.628,413.628,-1.8587,-3.004,5,3,357.92,0.18999,51.52,-0.015357,none,none,none,none,8,hur_model_ZINC67889953_uff_E=1050.23,-7.2,ZINC67889953,True
ZINC67889955,314.451,314.451,-1.1814,-2.901,4,1,253.23,0.17024,56.91,2.2414,none,none,none,none,6,hur_model_ZINC67889955_uff_E=926.32,-6.3,ZINC67889955,True
ZINC67889987,385.55,385.55,-0.1853,-3.508,5,2,317.56,0.19023,56.31,-0.096837,none,none,none,none,7,hur_model_ZINC67889987_uff_E=960.62,-6.5,ZINC67889987,True
ZINC67890046,385.55,385.55,0.0928,-3.939,5,2,316.06,0.19113,56.31,0.10974,none,none,none,none,6,hur_model_ZINC67890046_uff_E=964.61,-7.1,ZINC67890046,True
ZINC67890055,384.498,384.498,0.2826,-3.013,6,2,314.27,0.24555,68.8,0.84078,none,none,none,none,6,hur_model_ZINC67890055_uff_E=1027.31,-7.1,ZINC67890055,True
ZINC67890057,378.535,378.535,0.4203,-2.813,6,2,319.05,0.24187,68.8,2.6758,none,none,none,none,8,hur_model_ZINC67890057_uff_E=988.96,-6.2,ZINC67890057,True
ZINC67890058,378.535,378.535,0.5317,-2.72,6,2,315.46,0.24463,68.8,-1.8834,none,none,none,none,7,hur_model_ZINC67890058_uff_E=1004.27,-6.3,ZINC67890058,True
ZINC67890060,378.535,378.535,0.6564,-2.923,6,2,321.81,0.2398,68.8,-10.259,none,none,none,high,9,hur_model_ZINC67890060_uff_E=976.73,-5.8,ZINC67890060,True
ZINC67890062,390.546,390.546,0.1829,-3.169,6,2,322.31,0.23943,68.8,-3.2481,none,none,none,none,6,hur_model_ZINC67890062_uff_E=1006.44,-6.7,ZINC67890062,True
ZINC67890064,348.465,348.465,-0.8431,-2.359,6,2,281.03,0.2746,68.8,2.2297,none,none,none,none,6,hur_model_ZINC67890064_uff_E=2197.70,-6.4,ZINC67890064,True
ZINC77262305,244.297,244.297,0.1486,-0.05,5,1,192.95,0.25644,54.04,3.2659,none,none,none,none,2,hur_model_ZINC77262305_uff_E=425.21,-6.3,ZINC77262305,True
ZINC67890066,374.459,374.459,-0.5287,-2.695,7,2,303.96,0.3003,81.94,1.0777,none,none,none,none,6,hur_model_ZINC67890066_uff_E=1163.94,-6.8,ZINC67890066,True
ZINC67890067,352.453,352.453,-1.66,-1.464,7,2,290.53,0.30004,78.03,1.0485,none,none,none,none,7,hur_model_ZINC67890067_uff_E=994.67,-5.9,ZINC67890067,True
ZINC67890069,398.525,398.525,0.2807,-2.978,6,2,328.03,0.23525,68.8,0.94708,none,none,none,none,7,hur_model_ZINC67890069_uff_E=1015.35,-6.4,ZINC67890069,True
ZINC67890071,364.508,364.508,0.0773,-2.45,6,2,301.7,0.25578,68.8,-2.865,none,none,none,none,6,hur_model_ZINC67890071_uff_E=992.51,-6.9,ZINC67890071,True
ZINC67890072,390.526,390.526,0.1492,-3.023,6,2,310.21,0.3144,97.04,2.5385,none,none,none,none,6,hur_model_ZINC67890072_uff_E=1179.20,-6.9,ZINC67890072,True
ZINC67890074,362.492,362.492,-0.5011,-2.629,6,2,294.79,0.26178,68.8,0.94274,none,none,none,none,6,hur_model_ZINC67890074_uff_E=1468.78,-6.9,ZINC67890074,True
ZINC77262309,244.297,244.297,0.1486,-0.05,5,1,192.95,0.25644,54.04,3.2659,none,none,none,none,2,hur_model_ZINC77262309_uff_E=425.58,-6.3,ZINC77262309,True
ZINC67890076,376.519,376.519,-0.1591,-2.899,6,2,308.55,0.25011,68.8,-0.81268,none,none,none,none,6,hur_model_ZINC67890076_uff_E=1163.50,-7.2,ZINC67890076,True
ZINC67890078,358.481,358.481,-1.2812,-2.315,7,2,277.6,0.33397,94.25,1.3648,none,none,none,none,5,hur_model_ZINC67890078_uff_E=1435.76,-6.6,ZINC67890078,True
ZINC67890080,365.496,365.496,-0.6666,-2.7,7,3,302.99,0.29252,80.83,1.8566,none,none,none,none,6,hur_model_ZINC67890080_uff_E=982.58,-6.1,ZINC67890080,True
ZINC67890081,399.513,399.513,0.2765,-3.529,7,3,325.73,0.2721,80.83,0.3955,none,none,none,none,6,hur_model_ZINC67890081_uff_E=1064.39,-7.1,ZINC67890081,True
ZINC67890085,401.549,401.549,-1.0945,-2.902,6,2,328.82,0.21413,65.54,-1.5997,none,none,none,none,8,hur_model_ZINC67890085_uff_E=1043.49,-6.6,ZINC67890085,True
ZINC67890086,371.523,371.523,-1.0245,-2.884,5,2,306.56,0.19706,56.31,-1.7336,none,none,none,none,7,hur_model_ZINC67890086_uff_E=1003.12,-6.2,ZINC67890086,True
ZINC67890088,335.49,335.49,-1.5709,-2.595,5,2,273.32,0.22102,56.31,-2.7836,none,none,none,none,6,hur_model_ZINC67890088_uff_E=1451.67,-6.8,ZINC67890088,True
ZINC77262311,209.292,209.292,0.7823,-0.613,4,2,170.52,0.27223,49.94,-4.5425,none,none,none,none,2,hur_model_ZINC77262311_uff_E=348.68,-5.9,ZINC77262311,True
ZINC67890090,389.513,389.513,-0.9237,-3.198,5,2,312.91,0.19306,56.31,-3.0736,none,none,none,none,7,hur_model_ZINC67890090_uff_E=1003.47,-6.7,ZINC67890090,True
ZINC67890091,361.484,361.484,-1.8358,-2.566,6,2,296.25,0.25154,69.45,-1.7393,none,none,none,none,7,hur_model_ZINC67890091_uff_E=1178.81,-6.4,ZINC67890091,True
ZINC67890093,378.559,378.559,-1.9415,-1.748,6,2,309.64,0.20656,59.55,1.7143,none,none,none,none,6,hur_model_ZINC67890093_uff_E=1030.16,-6.5,ZINC67890093,True
ZINC67890094,351.533,351.533,-0.7978,-2.468,5,2,293.99,0.20548,56.31,-4.6136,none,none,none,none,7,hur_model_ZINC67890094_uff_E=993.55,-6.4,ZINC67890094,True
ZINC67890096,372.511,372.511,-1.9714,-2.113,6,2,305.32,0.23379,69.2,-1.7336,none,none,none,none,7,hur_model_ZINC67890096_uff_E=998.47,-6.6,ZINC67890096,True
ZINC77262324,449.613,449.613,2.9908,-4.827,5,2,375.67,0.17507,59.93,-1.6904,none,none,low,none,9,hur_model_ZINC77262324_uff_E=533.49,-7.0,ZINC77262324,True
ZINC67890099,372.511,372.511,-2.0254,-2.089,6,2,305.32,0.23379,69.2,-1.7336,none,none,none,none,7,hur_model_ZINC67890099_uff_E=1000.71,-6.3,ZINC67890099,True
ZINC77262338,485.602,485.602,2.7594,-5.125,6,3,394.59,0.19988,80.16,1.2811,none,none,none,none,9,hur_model_ZINC77262338_uff_E=575.48,-8.4,ZINC77262338,True
ZINC67890101,372.511,372.511,-2.0254,-2.089,6,2,305.32,0.23379,69.2,-1.7336,none,none,none,none,7,hur_model_ZINC67890101_uff_E=1002.17,-6.4,ZINC67890101,True
ZINC67890103,387.522,387.522,-1.3702,-2.588,6,3,312.91,0.23492,76.54,-1.6807,none,none,none,none,7,hur_model_ZINC67890103_uff_E=1030.08,-6.7,ZINC67890103,True
ZINC67890105,365.516,365.516,-2.0509,-2.246,6,2,297.08,0.23701,65.54,-3.527,none,none,none,none,6,hur_model_ZINC67890105_uff_E=1039.31,-6.2,ZINC67890105,True
ZINC77262347,499.629,499.629,2.757,-5.008,6,2,412.0,0.18391,69.16,1.1773,none,none,none,none,11,hur_model_ZINC77262347_uff_E=598.74,-7.4,ZINC77262347,True
ZINC67890107,281.398,281.398,-4.7402,-1.645,5,2,233.03,0.28816,67.34,-3.0336,none,none,none,none,4,hur_model_ZINC67890107_uff_E=940.21,-6.0,ZINC67890107,True
ZINC67890144,398.593,398.593,-0.2189,-3.526,5,2,330.12,0.16346,50.32,2.7472,none,none,none,none,7,hur_model_ZINC67890144_uff_E=1016.34,-7.0,ZINC67890144,True
ZINC67890156,397.541,397.541,0.4434,-3.19,6,2,326.83,0.21638,62.81,2.5988,none,none,none,none,6,hur_model_ZINC67890156_uff_E=1012.94,-7.1,ZINC67890156,True
ZINC77262360,470.591,470.591,2.1952,-4.318,6,2,387.0,0.19829,72.82,1.2811,none,none,none,none,9,hur_model_ZINC77262360_uff_E=565.18,-8.6,ZINC77262360,True
ZINC67890158,459.612,459.612,1.8872,-4.36,6,2,374.33,0.18892,62.81,4.2068,none,none,none,none,7,hur_model_ZINC67890158_uff_E=1086.34,-7.1,ZINC67890158,True
ZINC67890159,453.649,453.649,2.1363,-4.067,6,2,375.52,0.18833,62.81,1.3955,none,none,none,none,8,hur_model_ZINC67890159_uff_E=1070.24,-7.2,ZINC67890159,True
ZINC67890161,453.649,453.649,2.261,-4.27,6,2,381.87,0.18519,62.81,-6.9418,none,none,none,high,10,hur_model_ZINC67890161_uff_E=1037.37,-6.4,ZINC67890161,True
ZINC77262373,559.681,559.681,2.8951,-5.475,8,2,455.02,0.21047,87.62,1.3951,none,none,none,none,12,hur_model_ZINC77262373_uff_E=665.46,-8.3,ZINC77262373,True
ZINC67890163,423.579,423.579,0.7615,-3.706,6,2,341.09,0.20734,62.81,5.4853,none,none,none,none,7,hur_model_ZINC67890163_uff_E=2265.55,-7.2,ZINC67890163,True
ZINC67890164,427.567,427.567,-0.0554,-2.811,7,2,350.59,0.23024,72.04,4.2994,none,none,none,none,8,hur_model_ZINC67890164_uff_E=1062.81,-6.9,ZINC67890164,True
ZINC77262377,559.681,559.681,2.8951,-5.475,8,2,455.02,0.21047,87.62,1.3951,none,none,none,none,12,hur_model_ZINC77262377_uff_E=632.15,-8.5,ZINC77262377,True
ZINC67890165,473.639,473.639,1.8853,-4.325,6,2,388.09,0.18223,62.81,4.2847,none,none,none,none,8,hur_model_ZINC67890165_uff_E=1101.12,-7.1,ZINC67890165,True
ZINC67890167,439.622,439.622,1.6819,-3.797,6,2,361.76,0.19549,62.81,0.40738,none,none,none,none,7,hur_model_ZINC67890167_uff_E=1049.31,-7.8,ZINC67890167,True
ZINC67890169,426.583,426.583,0.5787,-3.669,7,3,352.05,0.23343,74.84,4.3125,none,none,none,none,7,hur_model_ZINC67890169_uff_E=1065.48,-7.2,ZINC67890169,True
ZINC67890170,440.61,440.61,0.938,-4.047,7,3,363.05,0.22636,74.84,5.1226,none,none,none,none,7,hur_model_ZINC67890170_uff_E=1069.38,-7.9,ZINC67890170,True
ZINC77262387,437.558,437.558,1.2395,-3.679,6,2,364.5,0.20787,69.16,1.2536,none,none,none,none,10,hur_model_ZINC77262387_uff_E=571.12,-6.8,ZINC77262387,True
ZINC67890171,384.566,384.566,-0.4317,-3.208,5,2,319.12,0.16909,50.32,2.1312,none,none,none,none,7,hur_model_ZINC67890171_uff_E=1015.64,-6.2,ZINC67890171,True
ZINC77262469,361.464,361.464,-1.5997,-1.449,7,3,303.46,0.29065,84.85,2.4243,none,none,none,none,8,hur_model_ZINC77262469_uff_E=481.83,-6.6,ZINC77262469,True
ZINC67890174,410.604,410.604,0.0337,-3.942,5,2,333.38,0.16186,50.32,1.1317,none,none,none,none,7,hur_model_ZINC67890174_uff_E=1513.80,-7.3,ZINC67890174,True
ZINC67890176,447.625,447.625,-0.3668,-3.46,6,2,365.38,0.17771,63.21,2.1817,none,none,none,none,8,hur_model_ZINC67890176_uff_E=1081.82,-6.9,ZINC67890176,True
ZINC67890178,447.625,447.625,-0.4208,-3.436,6,2,365.38,0.17771,63.21,2.1817,none,none,none,none,8,hur_model_ZINC67890178_uff_E=1084.72,-8.0,ZINC67890178,True
ZINC77262494,353.505,353.505,0.0168,-3.092,6,3,273.81,0.2325,88.71,-1.6904,none,none,low,none,6,hur_model_ZINC77262494_uff_E=453.63,-6.6,ZINC77262494,True
ZINC67890180,447.625,447.625,-0.4208,-3.436,6,2,365.38,0.17771,63.21,2.1817,none,none,none,none,8,hur_model_ZINC67890180_uff_E=1065.85,-7.4,ZINC67890180,True
ZINC67890181,440.63,440.63,-0.4463,-3.593,6,2,357.14,0.17909,59.55,-1.3631,none,none,none,none,7,hur_model_ZINC67890181_uff_E=1103.75,-7.5,ZINC67890181,True
ZINC77262563,391.485,391.485,0.2319,-4.0,6,3,292.73,0.21747,88.71,-0.058908,none,none,none,none,6,hur_model_ZINC77262563_uff_E=491.77,-7.7,ZINC77262563,True
ZINC77262593,404.504,404.504,0.7459,-3.638,6,2,307.55,0.19337,75.34,4.7782,none,none,none,none,6,hur_model_ZINC77262593_uff_E=508.07,-7.9,ZINC77262593,True
ZINC67890278,439.622,439.622,1.674,-3.286,6,1,347.59,0.15236,66.19,5.1122,none,none,none,none,8,hur_model_ZINC67890278_uff_E=1050.33,-7.0,ZINC67890278,True
ZINC67890314,414.524,414.524,0.2126,-3.031,7,2,336.53,0.25903,78.03,0.9442,none,none,none,none,7,hur_model_ZINC67890314_uff_E=1046.94,-6.9,ZINC67890314,True
ZINC67890315,350.481,350.481,-0.4885,-2.273,6,2,291.53,0.26471,68.8,0.97742,none,none,none,none,6,hur_model_ZINC67890315_uff_E=974.66,-6.3,ZINC67890315,True
ZINC67890317,414.524,414.524,-0.1425,-2.793,7,2,338.03,0.25788,78.03,1.0235,none,none,none,none,8,hur_model_ZINC67890317_uff_E=1023.61,-6.2,ZINC67890317,True
ZINC77262597,397.449,397.449,1.9407,-4.003,6,2,306.95,0.23004,80.41,1.2676,none,none,none,none,7,hur_model_ZINC77262597_uff_E=482.60,-7.0,ZINC77262597,True
ZINC67890318,419.931,419.931,-0.0149,-2.717,7,2,328.45,0.26835,81.69,0.91552,none,none,none,none,6,hur_model_ZINC67890318_uff_E=1025.43,-6.8,ZINC67890318,True
ZINC67890320,420.552,420.552,-0.0308,-2.561,7,2,325.1,0.28517,94.25,-6.4171,none,none,none,none,6,hur_model_ZINC67890320_uff_E=1422.10,-6.7,ZINC67890320,True
ZINC67890321,434.579,434.579,0.203,-3.896,7,2,338.86,0.27359,94.25,-5.2518,none,none,none,none,7,hur_model_ZINC67890321_uff_E=1489.27,-7.7,ZINC67890321,True
ZINC77262599,397.449,397.449,1.8867,-3.979,6,2,306.95,0.23004,80.41,1.2676,none,none,none,none,7,hur_model_ZINC77262599_uff_E=504.66,-7.3,ZINC77262599,True
ZINC67890326,417.503,417.503,0.3773,-3.843,7,3,332.08,0.26689,80.83,-0.9445,none,none,none,none,6,hur_model_ZINC67890326_uff_E=1064.82,-7.2,ZINC67890326,True
ZINC67890329,413.54,413.54,-0.0141,-3.345,7,3,339.49,0.26107,80.83,1.0329,none,none,none,none,7,hur_model_ZINC67890329_uff_E=1047.74,-7.5,ZINC67890329,True
ZINC67890331,406.569,406.569,-1.8848,-2.03,7,2,327.39,0.23519,76.62,1.7843,none,none,none,none,6,hur_model_ZINC67890331_uff_E=1034.65,-7.1,ZINC67890331,True
ZINC77262732,341.45,341.45,-1.7345,-1.944,7,3,262.64,0.28046,97.94,1.2536,none,none,none,none,7,hur_model_ZINC77262732_uff_E=487.50,-6.6,ZINC77262732,True
ZINC67890333,335.49,335.49,-1.7182,-2.377,5,2,273.32,0.22102,56.31,-1.1916,none,none,none,none,7,hur_model_ZINC67890333_uff_E=2220.01,-6.5,ZINC67890333,True
ZINC67890335,391.51,391.51,-2.3791,-2.474,7,3,316.36,0.27696,89.68,-0.7523,none,none,none,none,8,hur_model_ZINC67890335_uff_E=1190.43,-6.4,ZINC67890335,True
ZINC67890353,489.638,489.638,1.8172,-4.378,7,2,396.59,0.20354,72.04,4.2819,none,none,none,none,8,hur_model_ZINC67890353_uff_E=1130.74,-7.3,ZINC67890353,True
ZINC77262754,364.415,364.415,1.022,-3.032,6,2,284.45,0.24482,76.75,1.2095,none,none,none,none,8,hur_model_ZINC77262754_uff_E=490.27,-7.1,ZINC77262754,True
ZINC00094447,316.32,316.32,0.37,-3.397,9,3,243.7,0.41063,115.26,7.6513,none,high,none,none,5,hur_model_ZINC00094447_uff_E=191.73,-6.9,ZINC00094447,True
ZINC67890356,468.62,468.62,0.4079,-3.074,8,2,376.41,0.22388,75.28,3.6899,none,none,none,none,6,hur_model_ZINC67890356_uff_E=1151.91,-7.8,ZINC67890356,True
ZINC04696891,389.822,389.822,3.5315,-4.022,9,4,274.21,0.30447,113.46,2.9721,high,high,none,none,5,hur_model_ZINC04696891_uff_E=546.16,-7.7,ZINC04696891,True
ZINC67890358,495.045,495.045,1.5897,-4.064,7,2,388.51,0.21026,75.7,4.2665,none,none,none,none,7,hur_model_ZINC67890358_uff_E=1110.94,-7.5,ZINC67890358,True
ZINC67890360,495.666,495.666,1.5738,-3.908,7,2,385.16,0.22396,88.26,-1.9349,none,none,none,none,7,hur_model_ZINC67890360_uff_E=1480.05,-7.2,ZINC67890360,True
ZINC77262759,364.415,364.415,1.022,-3.032,6,2,284.45,0.24482,76.75,1.2095,none,none,none,none,8,hur_model_ZINC77262759_uff_E=503.89,-6.4,ZINC77262759,True
ZINC67890364,509.693,509.693,1.8076,-5.243,7,2,398.92,0.21623,88.26,-0.7901,none,none,none,none,8,hur_model_ZINC67890364_uff_E=1579.83,-8.1,ZINC67890364,True
ZINC77262779,354.469,354.469,-1.2205,-1.582,7,2,277.46,0.25038,84.57,6.0126,none,none,none,none,7,hur_model_ZINC77262779_uff_E=504.45,-6.6,ZINC77262779,True
ZINC67890366,492.617,492.617,1.9819,-5.19,7,3,392.14,0.20957,74.84,2.4354,none,none,none,none,7,hur_model_ZINC67890366_uff_E=1150.78,-8.1,ZINC67890366,True
ZINC67890368,488.654,488.654,1.5905,-4.692,7,3,399.55,0.20568,74.84,4.1073,none,none,none,none,8,hur_model_ZINC67890368_uff_E=1115.60,-7.8,ZINC67890368,True
ZINC67890370,481.682,481.682,-0.2802,-3.377,7,2,387.45,0.18209,70.63,3.5054,none,none,none,none,7,hur_model_ZINC67890370_uff_E=1102.86,-8.7,ZINC67890370,True
ZINC77262789,347.413,347.413,-0.0797,-1.923,7,2,276.86,0.29116,89.64,2.5495,none,none,none,none,8,hur_model_ZINC77262789_uff_E=503.66,-6.8,ZINC77262789,True
ZINC67890373,410.604,410.604,-0.1136,-3.724,5,2,333.38,0.16186,50.32,2.6489,none,none,none,none,8,hur_model_ZINC67890373_uff_E=2301.08,-6.7,ZINC67890373,True
ZINC67890375,524.63,524.63,1.3233,-3.883,6,3,406.2,0.1499,60.61,2.5628,none,none,none,none,9,hur_model_ZINC67890375_uff_E=706.80,-8.0,ZINC67890375,True
ZINC77262794,347.413,347.413,-0.0797,-1.923,7,2,276.86,0.29116,89.64,2.5495,none,none,none,none,8,hur_model_ZINC77262794_uff_E=503.40,-6.7,ZINC77262794,True
ZINC67890376,557.54,557.54,2.3337,-4.727,6,3,424.34,0.14349,60.61,3.9702,none,none,none,none,9,hur_model_ZINC67890376_uff_E=695.19,-7.9,ZINC67890376,True
ZINC20464684,465.583,465.583,-1.9168,-1.892,6,4,383.24,0.19552,61.81,1.4915,none,none,none,none,11,hur_model_ZINC20464684_uff_E=655.86,-6.9,ZINC20464684,True
ZINC20464687,498.493,498.493,-0.9064,-2.736,6,4,401.38,0.18668,61.81,2.9126,none,none,none,none,11,hur_model_ZINC20464687_uff_E=608.80,-6.7,ZINC20464687,True
