Ligand,Binding Affinity
hur_model_ZINC72320908_uff_E=560.25,-6.2
hur_model_ZINC72320911_uff_E=777.25,-6.2
hur_model_ZINC72320911_uff_E=777.25,-6.2
hur_model_ZINC72320913_uff_E=493.79,-6.2
hur_model_ZINC72320914_uff_E=497.48,-6.2
hur_model_ZINC72320915_uff_E=752.15,-6.2
hur_model_ZINC72320916_uff_E=564.31,-6.2
hur_model_ZINC72320917_uff_E=490.96,-6.2
hur_model_ZINC72320917_uff_E=490.96,-6.2
hur_model_ZINC72320918_uff_E=495.12,-6.2
hur_model_ZINC72320918_uff_E=495.12,-6.2
hur_model_ZINC77262127_uff_E=996.08,-6.2
hur_model_ZINC67890360_uff_E=1480.05,-6.2
hur_model_ZINC67890360_uff_E=1480.05,-6.2
hur_model_ZINC77262759_uff_E=503.89,-6.2
hur_model_ZINC77262759_uff_E=503.89,-6.2
hur_model_ZINC77262759_uff_E=503.89,-6.2
hur_model_ZINC77262789_uff_E=503.66,-6.2
hur_model_ZINC77262789_uff_E=503.66,-6.2
hur_model_ZINC20464684_uff_E=655.86,-6.2
hur_model_ZINC77262995_uff_E=506.52,-6.2
hur_model_ZINC77263005_uff_E=526.33,-6.2
hur_model_ZINC77263383_uff_E=521.98,-6.2
hur_model_ZINC22923469_uff_E=528.39,-6.2
hur_model_ZINC22923491_uff_E=604.23,-6.2
hur_model_ZINC77263392_uff_E=639.10,-6.2
hur_model_ZINC22927009_uff_E=619.21,-6.2
hur_model_ZINC77263420_uff_E=522.70,-6.2
hur_model_ZINC77263420_uff_E=522.70,-6.2
hur_model_ZINC77263434_uff_E=536.58,-6.2
hur_model_ZINC77263434_uff_E=536.58,-6.2
hur_model_ZINC77263465_uff_E=958.94,-6.2
hur_model_ZINC77263470_uff_E=939.01,-6.2
hur_model_ZINC77263490_uff_E=575.59,-6.2
hur_model_ZINC77263490_uff_E=575.59,-6.2
hur_model_ZINC77263490_uff_E=575.59,-6.2
hur_model_ZINC77263503_uff_E=594.24,-6.2
hur_model_ZINC77263503_uff_E=594.24,-6.2
hur_model_ZINC32200363_uff_E=182.58,-6.2
hur_model_ZINC32200363_uff_E=182.58,-6.2
hur_model_ZINC77263514_uff_E=1775.15,-6.2
hur_model_ZINC77263611_uff_E=664.82,-6.2
hur_model_ZINC77263617_uff_E=1630.15,-6.2
hur_model_ZINC77263617_uff_E=1696.60,-6.2
hur_model_ZINC77263617_uff_E=1696.60,-6.2
hur_model_ZINC77263617_uff_E=1696.60,-6.2
hur_model_ZINC77263637_uff_E=562.30,-6.2
hur_model_ZINC77263649_uff_E=1936.29,-6.2
hur_model_ZINC77263667_uff_E=453.08,-6.2
hur_model_ZINC77263674_uff_E=795.61,-6.2
hur_model_ZINC77263674_uff_E=795.61,-6.2
hur_model_ZINC77263678_uff_E=770.07,-6.2
hur_model_ZINC77263678_uff_E=770.07,-6.2
hur_model_ZINC77263678_uff_E=770.07,-6.2
hur_model_ZINC22936678_uff_E=655.92,-6.2
hur_model_ZINC22936690_uff_E=482.76,-6.2
hur_model_ZINC22936690_uff_E=482.76,-6.2
hur_model_ZINC22936700_uff_E=807.94,-6.2
hur_model_ZINC22936700_uff_E=807.94,-6.2
hur_model_ZINC22936700_uff_E=807.94,-6.2
hur_model_ZINC22936700_uff_E=807.94,-6.2
hur_model_ZINC77263697_uff_E=491.90,-6.2
hur_model_ZINC77263697_uff_E=491.90,-6.2
hur_model_ZINC77263702_uff_E=480.58,-6.2
hur_model_ZINC22936784_uff_E=785.76,-6.2
hur_model_ZINC22936784_uff_E=785.76,-6.2
hur_model_ZINC77263710_uff_E=784.23,-6.2
hur_model_ZINC22936792_uff_E=709.24,-6.2
hur_model_ZINC22936855_uff_E=566.00,-6.2
hur_model_ZINC22936855_uff_E=566.00,-6.2
hur_model_ZINC12603236_uff_E=629.76,-6.2
hur_model_ZINC12603236_uff_E=629.76,-6.2
hur_model_ZINC77263713_uff_E=433.21,-6.2
hur_model_ZINC19775449_uff_E=167.49,-6.2
hur_model_ZINC77263713_uff_E=484.87,-6.2
hur_model_ZINC22936894_uff_E=1856.57,-6.2
hur_model_ZINC35424255_uff_E=651.98,-6.2
hur_model_ZINC35424255_uff_E=651.98,-6.2
hur_model_ZINC22936944_uff_E=750.90,-6.2
hur_model_ZINC77263730_uff_E=425.97,-6.2
hur_model_ZINC22937006_uff_E=536.13,-6.2
hur_model_ZINC77263735_uff_E=938.10,-6.2
hur_model_ZINC04713501_uff_E=247.43,-6.2
hur_model_ZINC04713501_uff_E=247.43,-6.2
hur_model_ZINC04713501_uff_E=232.73,-6.2
hur_model_ZINC77263764_uff_E=960.58,-6.2
hur_model_ZINC77263764_uff_E=960.58,-6.2
hur_model_ZINC77263764_uff_E=960.58,-6.2
hur_model_ZINC77263823_uff_E=361.19,-6.2
hur_model_ZINC77263833_uff_E=399.29,-6.2
hur_model_ZINC77263833_uff_E=399.29,-6.2
hur_model_ZINC35424549_uff_E=558.10,-6.2
hur_model_ZINC22922134_uff_E=481.42,-6.2
hur_model_ZINC22922134_uff_E=481.42,-6.2
hur_model_ZINC22922139_uff_E=625.23,-6.2
hur_model_ZINC22922139_uff_E=625.23,-6.2
hur_model_ZINC22920763_uff_E=460.55,-6.2
hur_model_ZINC22920763_uff_E=460.55,-6.2
hur_model_ZINC35424566_uff_E=654.63,-6.2
hur_model_ZINC22922143_uff_E=469.22,-6.2
hur_model_ZINC22922147_uff_E=610.91,-6.2
hur_model_ZINC22920767_uff_E=498.41,-6.2
hur_model_ZINC22920767_uff_E=498.41,-6.2
hur_model_ZINC22922164_uff_E=446.00,-6.2
hur_model_ZINC22922164_uff_E=446.00,-6.2
hur_model_ZINC22922175_uff_E=513.92,-6.2
hur_model_ZINC22922175_uff_E=513.92,-6.2
hur_model_ZINC77263862_uff_E=414.91,-6.2
hur_model_ZINC77263862_uff_E=414.91,-6.2
hur_model_ZINC67870604_uff_E=935.59,-6.2
hur_model_ZINC35424879_uff_E=845.24,-6.2
hur_model_ZINC35424879_uff_E=845.24,-6.2
hur_model_ZINC35415776_uff_E=725.79,-6.2
hur_model_ZINC35424879_uff_E=853.08,-6.2
hur_model_ZINC35424879_uff_E=853.08,-6.2
hur_model_ZINC20503778_uff_E=702.43,-6.2
hur_model_ZINC20503781_uff_E=646.90,-6.2
hur_model_ZINC67870644_uff_E=598.48,-6.2
hur_model_ZINC12420605_uff_E=309.02,-6.2
hur_model_ZINC20503786_uff_E=646.91,-6.2
hur_model_ZINC20503790_uff_E=752.35,-6.2
hur_model_ZINC35424891_uff_E=716.98,-6.2
hur_model_ZINC35424891_uff_E=716.98,-6.2
hur_model_ZINC20503800_uff_E=1148.04,-6.2
hur_model_ZINC20503801_uff_E=972.51,-6.2
hur_model_ZINC20503803_uff_E=972.17,-6.2
hur_model_ZINC35424912_uff_E=701.81,-6.2
hur_model_ZINC67870671_uff_E=926.64,-6.2
hur_model_ZINC35424918_uff_E=848.14,-6.2
hur_model_ZINC35424918_uff_E=848.14,-6.2
hur_model_ZINC35424918_uff_E=879.16,-6.2
hur_model_ZINC35424918_uff_E=879.16,-6.2
hur_model_ZINC35424918_uff_E=879.16,-6.2
hur_model_ZINC67870680_uff_E=621.19,-6.2
hur_model_ZINC35424918_uff_E=859.07,-6.2
hur_model_ZINC67870694_uff_E=1129.07,-6.2
hur_model_ZINC35424927_uff_E=667.12,-6.2
hur_model_ZINC67870699_uff_E=725.52,-6.2
hur_model_ZINC67870699_uff_E=725.52,-6.2
hur_model_ZINC67870699_uff_E=725.52,-6.2
hur_model_ZINC67870699_uff_E=725.52,-6.2
hur_model_ZINC67870701_uff_E=780.11,-6.2
hur_model_ZINC67870702_uff_E=735.87,-6.2
hur_model_ZINC67870723_uff_E=984.40,-6.2
hur_model_ZINC35424936_uff_E=839.85,-6.2
hur_model_ZINC35424936_uff_E=839.85,-6.2
hur_model_ZINC35424942_uff_E=734.18,-6.2
hur_model_ZINC77264191_uff_E=596.19,-6.2
hur_model_ZINC35424948_uff_E=607.44,-6.2
hur_model_ZINC35425018_uff_E=774.68,-6.2
hur_model_ZINC35425018_uff_E=774.68,-6.2
hur_model_ZINC35425018_uff_E=774.68,-6.2
hur_model_ZINC67870838_uff_E=788.35,-6.2
hur_model_ZINC67870838_uff_E=788.35,-6.2
hur_model_ZINC67870842_uff_E=787.42,-6.2
hur_model_ZINC67870842_uff_E=787.42,-6.2
hur_model_ZINC35425068_uff_E=569.27,-6.2
hur_model_ZINC67870848_uff_E=925.13,-6.2
hur_model_ZINC67870849_uff_E=815.62,-6.2
hur_model_ZINC20503889_uff_E=690.32,-6.2
hur_model_ZINC20503889_uff_E=690.32,-6.2
hur_model_ZINC20503889_uff_E=690.32,-6.2
hur_model_ZINC35425080_uff_E=591.44,-6.2
hur_model_ZINC20503897_uff_E=1239.34,-6.2
hur_model_ZINC20503901_uff_E=651.19,-6.2
hur_model_ZINC20503901_uff_E=651.19,-6.2
hur_model_ZINC20503901_uff_E=651.19,-6.2
hur_model_ZINC67870854_uff_E=601.67,-6.2
hur_model_ZINC77264265_uff_E=769.10,-6.2
hur_model_ZINC67870856_uff_E=767.16,-6.2
hur_model_ZINC67870856_uff_E=767.16,-6.2
hur_model_ZINC67870856_uff_E=767.16,-6.2
hur_model_ZINC77264280_uff_E=472.97,-6.2
hur_model_ZINC67870857_uff_E=622.52,-6.2
hur_model_ZINC67870857_uff_E=622.52,-6.2
hur_model_ZINC77264290_uff_E=473.27,-6.2
hur_model_ZINC35425095_uff_E=604.14,-6.2
hur_model_ZINC77264295_uff_E=437.59,-6.2
hur_model_ZINC77264295_uff_E=437.59,-6.2
hur_model_ZINC35425101_uff_E=648.21,-6.2
hur_model_ZINC35425101_uff_E=648.21,-6.2
hur_model_ZINC77264338_uff_E=824.95,-6.2
hur_model_ZINC77264345_uff_E=432.72,-6.2
hur_model_ZINC35425107_uff_E=777.51,-6.2
hur_model_ZINC35425107_uff_E=777.51,-6.2
hur_model_ZINC77264350_uff_E=605.92,-6.2
hur_model_ZINC77264350_uff_E=605.92,-6.2
hur_model_ZINC77264350_uff_E=605.92,-6.2
hur_model_ZINC77264350_uff_E=606.80,-6.2
hur_model_ZINC77264350_uff_E=606.80,-6.2
hur_model_ZINC77264350_uff_E=613.07,-6.2
hur_model_ZINC77264390_uff_E=473.81,-6.2
hur_model_ZINC77264390_uff_E=473.81,-6.2
hur_model_ZINC67870870_uff_E=1018.89,-6.2
hur_model_ZINC77264427_uff_E=825.29,-6.2
hur_model_ZINC77264427_uff_E=825.29,-6.2
hur_model_ZINC77264437_uff_E=601.50,-6.2
hur_model_ZINC35425119_uff_E=612.24,-6.2
hur_model_ZINC67870873_uff_E=592.50,-6.2
hur_model_ZINC77264437_uff_E=607.29,-6.2
hur_model_ZINC77264437_uff_E=613.27,-6.2
hur_model_ZINC67870876_uff_E=815.62,-6.2
hur_model_ZINC77264449_uff_E=625.12,-6.2
hur_model_ZINC77264470_uff_E=618.73,-6.2
hur_model_ZINC77264470_uff_E=618.73,-6.2
hur_model_ZINC67870877_uff_E=669.89,-6.2
hur_model_ZINC77264554_uff_E=1204.08,-6.2
hur_model_ZINC77264554_uff_E=1204.08,-6.2
hur_model_ZINC35425130_uff_E=1827.42,-6.2
hur_model_ZINC67870880_uff_E=692.82,-6.2
hur_model_ZINC67870882_uff_E=730.60,-6.2
hur_model_ZINC67870882_uff_E=731.45,-6.2
hur_model_ZINC77264576_uff_E=927.53,-6.2
hur_model_ZINC77264576_uff_E=927.53,-6.2
hur_model_ZINC77264596_uff_E=843.25,-6.2
hur_model_ZINC77264596_uff_E=843.25,-6.2
hur_model_ZINC35425139_uff_E=1078.09,-6.2
hur_model_ZINC77264612_uff_E=804.04,-6.2
hur_model_ZINC67870885_uff_E=820.23,-6.2
hur_model_ZINC77264663_uff_E=803.32,-6.2
hur_model_ZINC77264666_uff_E=977.06,-6.2
hur_model_ZINC77264666_uff_E=984.94,-6.2
hur_model_ZINC77264666_uff_E=984.94,-6.2
hur_model_ZINC77264688_uff_E=970.58,-6.2
hur_model_ZINC77264715_uff_E=845.46,-6.2
hur_model_ZINC67870887_uff_E=705.17,-6.2
hur_model_ZINC67870887_uff_E=705.17,-6.2
hur_model_ZINC77264803_uff_E=978.53,-6.2
hur_model_ZINC77264803_uff_E=978.53,-6.2
hur_model_ZINC77264803_uff_E=979.39,-6.2
hur_model_ZINC77264803_uff_E=979.39,-6.2
hur_model_ZINC67870889_uff_E=956.01,-6.2
hur_model_ZINC67870889_uff_E=956.01,-6.2
hur_model_ZINC77264803_uff_E=986.62,-6.2
hur_model_ZINC77264803_uff_E=986.62,-6.2
hur_model_ZINC77264810_uff_E=985.51,-6.2
hur_model_ZINC77264828_uff_E=974.39,-6.2
hur_model_ZINC77264845_uff_E=444.91,-6.2
hur_model_ZINC77264856_uff_E=402.64,-6.2
hur_model_ZINC67870894_uff_E=780.26,-6.2
hur_model_ZINC77264908_uff_E=403.50,-6.2
hur_model_ZINC67870897_uff_E=945.00,-6.2
hur_model_ZINC67870906_uff_E=1074.09,-6.2
hur_model_ZINC77264982_uff_E=499.10,-6.2
hur_model_ZINC77264982_uff_E=499.10,-6.2
hur_model_ZINC77264982_uff_E=508.17,-6.2
hur_model_ZINC77264989_uff_E=498.60,-6.2
hur_model_ZINC35425177_uff_E=653.93,-6.2
hur_model_ZINC67870908_uff_E=1100.16,-6.2
hur_model_ZINC77265033_uff_E=888.81,-6.2
hur_model_ZINC77265039_uff_E=499.00,-6.2
hur_model_ZINC35425180_uff_E=766.06,-6.2
hur_model_ZINC67870911_uff_E=708.54,-6.2
hur_model_ZINC77265042_uff_E=672.27,-6.2
hur_model_ZINC67870913_uff_E=974.18,-6.2
hur_model_ZINC35425180_uff_E=783.89,-6.2
hur_model_ZINC77265055_uff_E=747.23,-6.2
hur_model_ZINC77265055_uff_E=747.23,-6.2
hur_model_ZINC77265060_uff_E=563.51,-6.2
hur_model_ZINC35425183_uff_E=786.76,-6.2
hur_model_ZINC77265097_uff_E=490.52,-6.2
hur_model_ZINC35425183_uff_E=805.98,-6.2
hur_model_ZINC77265097_uff_E=497.72,-6.2
hur_model_ZINC77265145_uff_E=873.93,-6.2
hur_model_ZINC77265145_uff_E=873.93,-6.2
hur_model_ZINC67870920_uff_E=856.49,-6.2
hur_model_ZINC77265151_uff_E=484.37,-6.2
hur_model_ZINC77265151_uff_E=484.37,-6.2
hur_model_ZINC35425186_uff_E=835.53,-6.2
hur_model_ZINC35425186_uff_E=859.26,-6.2
hur_model_ZINC35425186_uff_E=859.26,-6.2
hur_model_ZINC35425190_uff_E=588.84,-6.2
hur_model_ZINC35425190_uff_E=588.84,-6.2
hur_model_ZINC35425202_uff_E=637.85,-6.2
hur_model_ZINC00057531_uff_E=291.12,-6.2
hur_model_ZINC00057531_uff_E=291.12,-6.2
hur_model_ZINC00057531_uff_E=291.12,-6.2
hur_model_ZINC22936344_uff_E=637.31,-6.2
hur_model_ZINC35425205_uff_E=572.81,-6.2
hur_model_ZINC35425208_uff_E=605.37,-6.2
hur_model_ZINC35425208_uff_E=605.37,-6.2
hur_model_ZINC35425212_uff_E=618.04,-6.2
hur_model_ZINC35425215_uff_E=658.86,-6.2
hur_model_ZINC35425215_uff_E=658.86,-6.2
hur_model_ZINC77265166_uff_E=662.06,-6.2
hur_model_ZINC35425221_uff_E=777.82,-6.2
hur_model_ZINC77265172_uff_E=673.95,-6.2
hur_model_ZINC77265172_uff_E=673.95,-6.2
hur_model_ZINC35425221_uff_E=800.72,-6.2
hur_model_ZINC35425221_uff_E=800.72,-6.2
hur_model_ZINC22923472_uff_E=662.77,-6.2
hur_model_ZINC22923472_uff_E=662.77,-6.2
hur_model_ZINC22923472_uff_E=662.77,-6.2
hur_model_ZINC22923487_uff_E=621.72,-6.2
hur_model_ZINC77265189_uff_E=672.08,-6.2
hur_model_ZINC77265189_uff_E=672.08,-6.2
hur_model_ZINC12531465_uff_E=733.74,-6.2
hur_model_ZINC35425230_uff_E=764.50,-6.2
hur_model_ZINC12531469_uff_E=750.01,-6.2
hur_model_ZINC12428081_uff_E=737.23,-6.2
hur_model_ZINC35425233_uff_E=584.84,-6.2
hur_model_ZINC12531507_uff_E=749.32,-6.2
hur_model_ZINC77265213_uff_E=458.48,-6.2
hur_model_ZINC77265213_uff_E=458.48,-6.2
hur_model_ZINC12531516_uff_E=747.98,-6.2
hur_model_ZINC15672887_uff_E=464.80,-6.2
hur_model_ZINC15672891_uff_E=495.32,-6.2
hur_model_ZINC77265213_uff_E=452.62,-6.2
hur_model_ZINC77265213_uff_E=452.62,-6.2
hur_model_ZINC15672893_uff_E=503.05,-6.2
hur_model_ZINC15672899_uff_E=468.28,-6.2
hur_model_ZINC77265219_uff_E=472.27,-6.2
hur_model_ZINC15672901_uff_E=439.29,-6.2
hur_model_ZINC15673231_uff_E=531.27,-6.2
hur_model_ZINC15673231_uff_E=531.27,-6.2
hur_model_ZINC77265221_uff_E=472.54,-6.2
hur_model_ZINC35425248_uff_E=1828.23,-6.2
hur_model_ZINC35425248_uff_E=1828.23,-6.2
hur_model_ZINC35425248_uff_E=1828.23,-6.2
hur_model_ZINC35425248_uff_E=1828.23,-6.2
hur_model_ZINC19791730_uff_E=271.10,-6.2
hur_model_ZINC35425254_uff_E=1077.36,-6.2
hur_model_ZINC35425254_uff_E=1077.36,-6.2
hur_model_ZINC77265232_uff_E=435.57,-6.2
hur_model_ZINC77265275_uff_E=823.86,-6.2
hur_model_ZINC77265280_uff_E=435.50,-6.2
hur_model_ZINC77265280_uff_E=435.50,-6.2
hur_model_ZINC77265284_uff_E=605.85,-6.2
hur_model_ZINC77265284_uff_E=605.85,-6.2
hur_model_ZINC77265286_uff_E=611.21,-6.2
hur_model_ZINC77265292_uff_E=623.69,-6.2
hur_model_ZINC77265305_uff_E=617.17,-6.2
hur_model_ZINC72321063_uff_E=719.70,-6.2
hur_model_ZINC72321098_uff_E=795.30,-6.2
hur_model_ZINC72321098_uff_E=795.30,-6.2
hur_model_ZINC72321098_uff_E=795.30,-6.2
hur_model_ZINC72321098_uff_E=795.30,-6.2
hur_model_ZINC72321121_uff_E=819.03,-6.2
hur_model_ZINC72321121_uff_E=819.03,-6.2
hur_model_ZINC72321121_uff_E=819.03,-6.2
hur_model_ZINC72321158_uff_E=747.67,-6.2
hur_model_ZINC72321263_uff_E=813.43,-6.2
hur_model_ZINC72321263_uff_E=813.43,-6.2
hur_model_ZINC72321305_uff_E=836.78,-6.2
hur_model_ZINC72321305_uff_E=836.78,-6.2
hur_model_ZINC72321305_uff_E=836.78,-6.2
hur_model_ZINC72321355_uff_E=837.54,-6.2
hur_model_ZINC72321398_uff_E=811.31,-6.2
hur_model_ZINC72321410_uff_E=792.41,-6.2
hur_model_ZINC72321410_uff_E=792.41,-6.2
hur_model_ZINC72321432_uff_E=819.38,-6.2
hur_model_ZINC72321455_uff_E=816.06,-6.2
hur_model_ZINC72321455_uff_E=816.06,-6.2
hur_model_ZINC72321480_uff_E=643.48,-6.2
hur_model_ZINC72321482_uff_E=631.71,-6.2
hur_model_ZINC00848779_uff_E=510.95,-6.2
hur_model_ZINC00848779_uff_E=510.95,-6.2
hur_model_ZINC72321486_uff_E=1058.15,-6.2
hur_model_ZINC00848792_uff_E=510.39,-6.2
hur_model_ZINC72321489_uff_E=644.37,-6.2
hur_model_ZINC72321492_uff_E=603.55,-6.2
hur_model_ZINC72321492_uff_E=603.55,-6.2
hur_model_ZINC72321492_uff_E=603.55,-6.2
hur_model_ZINC72321493_uff_E=605.33,-6.2
hur_model_ZINC72321495_uff_E=679.20,-6.2
hur_model_ZINC72321499_uff_E=636.02,-6.2
hur_model_ZINC20436288_uff_E=560.74,-6.2
hur_model_ZINC72321507_uff_E=800.57,-6.2
hur_model_ZINC72321509_uff_E=644.00,-6.2
hur_model_ZINC72321511_uff_E=811.38,-6.2
hur_model_ZINC72321511_uff_E=811.38,-6.2
hur_model_ZINC72321511_uff_E=811.38,-6.2
hur_model_ZINC77265368_uff_E=611.96,-6.2
hur_model_ZINC77265368_uff_E=611.96,-6.2
hur_model_ZINC72321512_uff_E=968.85,-6.2
hur_model_ZINC72321512_uff_E=968.85,-6.2
hur_model_ZINC72321512_uff_E=961.47,-6.2
hur_model_ZINC72321514_uff_E=811.22,-6.2
hur_model_ZINC72321515_uff_E=1057.01,-6.2
hur_model_ZINC72321516_uff_E=666.41,-6.2
hur_model_ZINC72321516_uff_E=666.41,-6.2
hur_model_ZINC72321517_uff_E=988.70,-6.2
hur_model_ZINC72321517_uff_E=1024.20,-6.2
hur_model_ZINC72321532_uff_E=804.25,-6.2
hur_model_ZINC72321551_uff_E=817.53,-6.2
hur_model_ZINC72321552_uff_E=507.28,-6.2
hur_model_ZINC72321555_uff_E=826.06,-6.2
hur_model_ZINC72321555_uff_E=870.79,-6.2
hur_model_ZINC35425414_uff_E=798.97,-6.2
hur_model_ZINC35425414_uff_E=798.97,-6.2
hur_model_ZINC72321556_uff_E=893.11,-6.2
hur_model_ZINC72321556_uff_E=886.97,-6.2
hur_model_ZINC72321556_uff_E=886.97,-6.2
hur_model_ZINC72321564_uff_E=584.46,-6.2
hur_model_ZINC72321564_uff_E=584.46,-6.2
hur_model_ZINC72321564_uff_E=584.46,-6.2
hur_model_ZINC72321619_uff_E=364.88,-6.2
hur_model_ZINC72321619_uff_E=364.88,-6.2
hur_model_ZINC72321621_uff_E=576.73,-6.2
hur_model_ZINC72321629_uff_E=414.24,-6.2
hur_model_ZINC72321629_uff_E=414.24,-6.2
hur_model_ZINC19866648_uff_E=485.22,-6.2
hur_model_ZINC77265387_uff_E=434.20,-6.2
hur_model_ZINC72321636_uff_E=580.08,-6.2
hur_model_ZINC72321636_uff_E=560.78,-6.2
hur_model_ZINC72321636_uff_E=560.78,-6.2
hur_model_ZINC77265389_uff_E=831.92,-6.2
hur_model_ZINC72321643_uff_E=564.36,-6.2
hur_model_ZINC72321643_uff_E=564.36,-6.2
hur_model_ZINC72321643_uff_E=564.36,-6.2
hur_model_ZINC72321643_uff_E=565.11,-6.2
hur_model_ZINC77265394_uff_E=458.04,-6.2
hur_model_ZINC72321830_uff_E=806.24,-6.2
hur_model_ZINC72321830_uff_E=806.24,-6.2
hur_model_ZINC72321834_uff_E=815.85,-6.2
hur_model_ZINC77265394_uff_E=454.11,-6.2
hur_model_ZINC77265394_uff_E=454.11,-6.2
hur_model_ZINC77265394_uff_E=454.11,-6.2
hur_model_ZINC72321844_uff_E=814.67,-6.2
hur_model_ZINC72321844_uff_E=814.67,-6.2
hur_model_ZINC72321867_uff_E=455.29,-6.2
hur_model_ZINC72321867_uff_E=455.29,-6.2
hur_model_ZINC72321867_uff_E=455.29,-6.2
hur_model_ZINC72321868_uff_E=420.16,-6.2
hur_model_ZINC72321868_uff_E=420.16,-6.2
hur_model_ZINC72321868_uff_E=420.16,-6.2
hur_model_ZINC72321869_uff_E=418.08,-6.2
hur_model_ZINC72321869_uff_E=418.08,-6.2
hur_model_ZINC72321872_uff_E=419.11,-6.2
hur_model_ZINC72321872_uff_E=419.11,-6.2
hur_model_ZINC72321873_uff_E=573.27,-6.2
hur_model_ZINC72321878_uff_E=419.81,-6.2
hur_model_ZINC72321878_uff_E=419.81,-6.2
hur_model_ZINC35425564_uff_E=944.46,-6.2
hur_model_ZINC72321888_uff_E=573.69,-6.2
hur_model_ZINC72321888_uff_E=573.69,-6.2
hur_model_ZINC72321895_uff_E=411.39,-6.2
hur_model_ZINC72321896_uff_E=409.85,-6.2
hur_model_ZINC72321896_uff_E=409.85,-6.2
hur_model_ZINC72321896_uff_E=411.99,-6.2
hur_model_ZINC72321896_uff_E=411.99,-6.2
hur_model_ZINC77265418_uff_E=1201.77,-6.2
hur_model_ZINC77265418_uff_E=1201.77,-6.2
hur_model_ZINC77265418_uff_E=1201.77,-6.2
hur_model_ZINC72321916_uff_E=845.97,-6.2
hur_model_ZINC72321916_uff_E=845.97,-6.2
hur_model_ZINC72321936_uff_E=970.03,-6.2
hur_model_ZINC72321936_uff_E=970.03,-6.2
hur_model_ZINC72321936_uff_E=970.03,-6.2
hur_model_ZINC72321944_uff_E=848.65,-6.2
hur_model_ZINC72321946_uff_E=940.65,-6.2
hur_model_ZINC72321961_uff_E=904.20,-6.2
hur_model_ZINC72321965_uff_E=1012.87,-6.2
hur_model_ZINC72321965_uff_E=1012.87,-6.2
hur_model_ZINC72321965_uff_E=1012.87,-6.2
hur_model_ZINC77265422_uff_E=821.87,-6.2
hur_model_ZINC77265422_uff_E=821.87,-6.2
hur_model_ZINC77265427_uff_E=810.72,-6.2
hur_model_ZINC77265427_uff_E=810.72,-6.2
hur_model_ZINC72321973_uff_E=536.97,-6.2
hur_model_ZINC72321974_uff_E=511.14,-6.2
hur_model_ZINC72321974_uff_E=511.14,-6.2
hur_model_ZINC72321974_uff_E=511.14,-6.2
hur_model_ZINC72321975_uff_E=697.38,-6.2
hur_model_ZINC72321975_uff_E=685.20,-6.2
hur_model_ZINC72321975_uff_E=685.20,-6.2
hur_model_ZINC72321975_uff_E=685.20,-6.2
hur_model_ZINC72321976_uff_E=680.80,-6.2
hur_model_ZINC72321977_uff_E=688.72,-6.2
hur_model_ZINC72321977_uff_E=690.90,-6.2
hur_model_ZINC72321977_uff_E=690.90,-6.2
hur_model_ZINC72321977_uff_E=690.90,-6.2
hur_model_ZINC77265438_uff_E=807.62,-6.2
hur_model_ZINC77265438_uff_E=807.62,-6.2
hur_model_ZINC72321983_uff_E=638.65,-6.2
hur_model_ZINC72321984_uff_E=1862.97,-6.2
hur_model_ZINC72321984_uff_E=1867.81,-6.2
hur_model_ZINC72321984_uff_E=1867.81,-6.2
hur_model_ZINC72321985_uff_E=660.64,-6.2
hur_model_ZINC72321985_uff_E=660.64,-6.2
hur_model_ZINC72321986_uff_E=915.88,-6.2
hur_model_ZINC72321986_uff_E=915.88,-6.2
hur_model_ZINC72321987_uff_E=1031.32,-6.2
hur_model_ZINC72321987_uff_E=1039.16,-6.2
hur_model_ZINC72321988_uff_E=647.99,-6.2
hur_model_ZINC72321989_uff_E=1122.49,-6.2
hur_model_ZINC72321989_uff_E=1122.49,-6.2
hur_model_ZINC77265458_uff_E=898.69,-6.2
hur_model_ZINC72321993_uff_E=888.77,-6.2
hur_model_ZINC72321993_uff_E=877.65,-6.2
hur_model_ZINC72321995_uff_E=1061.72,-6.2
hur_model_ZINC72321995_uff_E=1061.72,-6.2
hur_model_ZINC72321995_uff_E=1051.20,-6.2
hur_model_ZINC72321995_uff_E=1051.20,-6.2
hur_model_ZINC72321998_uff_E=1080.66,-6.2
hur_model_ZINC72321998_uff_E=1080.66,-6.2
hur_model_ZINC67895982_uff_E=361.27,-6.2
hur_model_ZINC77265462_uff_E=519.53,-6.2
hur_model_ZINC67896096_uff_E=201.67,-6.2
hur_model_ZINC72322004_uff_E=1251.09,-6.2
hur_model_ZINC67896098_uff_E=189.07,-6.2
hur_model_ZINC77265465_uff_E=501.02,-6.2
hur_model_ZINC77265465_uff_E=501.02,-6.2
hur_model_ZINC77265465_uff_E=501.02,-6.2
hur_model_ZINC67896106_uff_E=189.28,-6.2
hur_model_ZINC72322009_uff_E=937.27,-6.2
hur_model_ZINC72322009_uff_E=937.27,-6.2
hur_model_ZINC67896175_uff_E=207.76,-6.2
hur_model_ZINC77265475_uff_E=506.68,-6.2
hur_model_ZINC67896186_uff_E=180.61,-6.2
hur_model_ZINC67896186_uff_E=180.61,-6.2
hur_model_ZINC67896189_uff_E=332.53,-6.2
hur_model_ZINC72322014_uff_E=462.26,-6.2
hur_model_ZINC72322014_uff_E=465.01,-6.2
hur_model_ZINC72322014_uff_E=465.01,-6.2
hur_model_ZINC72322014_uff_E=465.01,-6.2
